location_id,name,area,type,latitude,longitude
1184,Vera Mackenzie,East Legon,Landmark,5.6509422,-0.1503447
1185,Vetmart,Legon Area,Landmark,5.6674830,-0.1825908
1186,Vice Chancellor's Residence,University of Ghana,Residential Area,5.6495919,-0.1970702
1187,Vida e Caffè,Legon Area,Restaurant,5.6221229,-0.1732572
1188,Vida e Caffė,Legon Area,Restaurant,5.6345376,-0.1475970
1189,Video Junction,Haatso,Transport Stop,5.6675434,-0.2090575
1190,Vikings Hostel,University of Ghana,Hostel,5.6444108,-0.1856251
1191,Village Joint,East Legon,Restaurant,5.6456283,-0.1561346
1192,Villaggio,Legon Area,Landmark,5.6205249,-0.1785272
1193,VILLAGIO HOTEL,Legon Area,Landmark,5.6200177,-0.1772339
1194,Villandro Restaurant,Legon Area,Restaurant,5.6305993,-0.1579294
1195,Vintage Kouzina,East Legon,Restaurant,5.6509653,-0.1490151
1196,Visual Art Block,Madina,Landmark,5.6630617,-0.1743038
1197,Vivie's Dance Factory,Legon Area,Landmark,5.6295867,-0.1665217
1198,"Voice of His Word, Ministries",Haatso,Landmark,5.6727355,-0.2091120
1199,Volta Café,University of Ghana,Landmark,5.6516613,-0.1894537
1200,Volta Car Park,University of Ghana,Transport Stop,5.6511889,-0.1889093
1201,Volta Hall,University of Ghana,Hostel,5.6514961,-0.1896933
1202,Volta Hall Annex,University of Ghana,Landmark,5.6523651,-0.1895749
1203,Vulgunizer,Legon Area,Transport Stop,5.6231117,-0.1691149
1204,Waakye WuraGh (Westlands),Haatso,Restaurant Area,5.6640068,-0.2045382
1205,Wardrobe Yak Westland GH,Haatso,Landmark,5.6643617,-0.2043970
1206,Washing Bay,Haatso,Transport Stop,5.6673717,-0.1942182
1207,Wear Ghana,Haatso,Landmark,5.6749445,-0.2080375
1208,West Africa Centre for Crop Improvement,University of Ghana,Academic,5.6491112,-0.1841306
1209,"West African Centre for Cell Biology of Infectious Pathogens, WACCBIP",University of Ghana,Academic,5.6547847,-0.1895440
1210,West Inn,Legon Area,Landmark,5.6494736,-0.2098656
1211,Westland Police Station,Legon Area,Landmark,5.6567997,-0.2079420
1212,Westlands junction,Legon Area,Transport Stop,5.6502525,-0.2097508
1213,White House,East Legon,Transport Stop,5.6561232,-0.1513195
1214,Who Knows Tomorrow,East Legon,Landmark,5.6415001,-0.1711301
1215,Wild Gecko,Legon Area,Landmark,5.6263745,-0.1834035
1216,Wilderness,Madina,Landmark,5.6652800,-0.1730952
1217,Winners,Legon Area,Market,5.6727701,-0.1820785
1218,"Winners Chapel International, East Legon",East Legon,Landmark,5.6473563,-0.1496532
1219,"Wisconsin International University College, Ghana",Legon Area,Academic,5.6695516,-0.1893197
1220,Wisconsin international university IT conference hall,Haatso,Landmark,5.6691700,-0.1908840
1221,Woodin,Legon Area,Landmark,5.6219826,-0.1737706
1222,world Islamic call society Ghana Office,East Legon,Academic,5.6401437,-0.1570472
1223,YAFCA College of Ministry,East Legon,Academic,5.6461637,-0.1532314
1224,Yasore Forex Bureau,Legon Area,Landmark,5.6226458,-0.1730146
1225,Yeboah,East Legon,Transport Stop,5.6362494,-0.1717732
1226,Yeboah Hospital,Legon Area,Health,5.6322891,-0.1522568
1227,Yellow Pepper,East Legon,Restaurant,5.6374638,-0.1733266
1228,YFM,Legon Area,Landmark,5.6213748,-0.1741290
1229,Yiri Lodge,University of Ghana,Landmark,5.6365299,-0.1806253
1230,"Young African Leaders Initiative Regional Leadership Center, West Africa, Accra (YALI)",University of Ghana,Landmark,5.6342822,-0.2001162
1231,Yoyo Kids Club,East Legon,Landmark,5.6428527,-0.1531415
1232,Zambang Mart,East Legon,Market,5.6372689,-0.1500005
1233,Zenith,University of Ghana,Service,5.6516214,-0.1891882
1234,Zenith Bank,Legon Area,Service,5.6331212,-0.1722918
1235,Zeno's Yoghurt Bar,Legon Area,Restaurant,5.6261925,-0.1539167
1236,Zenon Hostel,Legon Area,Hostel,5.6716626,-0.1810590
1237,Zewnic,East Legon,Landmark,5.6412262,-0.1750729
1238,Zion House,Legon Area,Landmark,5.6284786,-0.1714807
1239,Zipcode,Legon Area,Restaurant,5.6710746,-0.1897242
1240,Zoe Outreach Embassy,Madina,Landmark,5.6639955,-0.1511713
1241,Zoe Pharmacy,Legon Area,Health,5.6674763,-0.1856089
1242,Zone Travel & Tour,Haatso,Landmark,5.6734551,-0.1903544
1243,Zuby's Haven Beauty,Madina,Landmark,5.6633102,-0.1516180
1244,Zylofon FM,East Legon,Landmark,5.6366419,-0.1714151
